Configuration,Term,J,"Level 
 (cm-1)","Uncertainty 
 (cm-1)",Landé-g,Leading percentages,,,,,,,Reference
,,5/2,107 525.187,0.004,,44,3d6(5D)6p,6P°,,10,3d6(5D)6p,4P°,L18349c137
,,3/2,107 826.940,0.004,,23,3d6(5D)6p,6P°,,20,3d6(5D)6p,4D°,L18349c137
,,,,,,,,,,,,,
3d5(2F1)4s4p(3P°),4G°,5/2,107 298.265,0.004,,31,3d6(5D)6p,4P°,,18,3d5(2F1)4s(3F)4p,4G°,L18349c137
,,7/2,107 459.780,0.004,,47,3d5(2F1)4s(3F)4p,4G°,,18,3d6(5D)6p,6F°,L18349c137
,,9/2,107 674.140,0.004,,64,3d5(2F1)4s(3F)4p,4G°,,14,3d5(2F1)4s(3F)4p,4F°,L18349c137
,,11/2,107 720.879,0.004,,74,3d5(2F1)4s(3F)4p,4G°,,8,3d5(4G)4s(3G)4p,4G°,L18349c137
,,,,,,,,,,,,,
3d5(2D1)4s4p(3P°),4D°,5/2,107 371.685,0.004,,39,3d6(5D)6p,4F°,,19,3d5(2D3)4s(3D)4p,4D°,L18349c137
,,,,,,,,,,,,,
3d6(3F2)4d,2D,5/2,107 407.818,0.004,,58,,,,12,3d6(3P2)4d,2D,"L18349,L18361c138"
,,3/2,107 430.742,0.005,,51,,,,11,3d6(3P2)4d,2D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(2D3)4s4p(3P°),2D°,5/2,107 728.935,0.004,,14,3d5(2D3)4s(1D)4p,2D°,,13,3d5(2D3)4s(3D)4p,4D°,L18349c137
,,,,,,,,,,,,,
3d5(4F)4s4p(3P°),6D°,7/2,107 886.868,0.004,,66,3d54s(5F)4p,6D°,,9,3d54s(5F)4p,6F°,L18349c137
,,9/2,107 966.642,0.004,,79,3d54s(5F)4p,6D°,,11,3d54s(5F)4p,6F°,L18349c137
,,5/2,108 130.542,0.004,,46,3d54s(5F)4p,6D°,,11,3d6(5D)6p,6D°,L18349c137
,,3/2,108 191.894,0.004,,39,3d54s(5F)4p,6D°,,33,3d6(5D)6p,6P°,L18349c137
,,,,,,,,,,,,,
3d6(3F2)4d,2P,3/2,108 105.938,0.005,,33,,,,24,3d6(3G)4d,4D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3G)4d,4H,13/2,108 133.473,0.004,,98,,,,,,,"L18349,L18361c138"
,,11/2,108 387.934,0.004,,92,,,,3,3d6(3G)4d,4G,"L18349,L18361c138"
,,9/2,108 577.597,0.004,,88,,,,6,3d6(3G)4d,4G,"L18349,L18361c138"
,,7/2,108 709.424,0.005,,92,,,,2,3d6(3G)4d,4G,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3G)4d,4G,11/2,108 181.564,0.004,,90,,,,3,3d6(3G)4d,4H,"L18349,L18361c138"
,,9/2,108 391.507,0.004,,83,,,,6,3d6(3G)4d,4H,"L18349,L18361c138"
,,7/2,108 537.623,0.004,,83,,,,4,3d6(3G)4d,4D,"L18349,L18361c138"
,,5/2,108 613.977,0.004,,69,,,,24,3d6(3G)4d,4D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(2F1)4s4p(3P°),4F°,9/2,108 217.596,0.004,,37,3d5(2F1)4s(3F)4p,4F°,,21,3d5(2D3)4s(3D)4p,4F°,L18349c137
,,7/2,108 518.643,0.004,,23,3d5(2F1)4s(3F)4p,4D°,,17,3d5(2F1)4s(3F)4p,4F°,L18349c137
,,5/2,108 539.473,0.004,,21,3d5(2F1)4s(3F)4p,4F°,,16,3d5(2F1)4s(3F)4p,4D°,L18349c137
,,3/2,108 778.889,0.004,,21,3d5(2F1)4s(3F)4p,4D°,,20,3d5(2F1)4s(3F)4p,4F°,L18349c137
,,,,,,,,,,,,,
3d5(2F1)4s4p(3P°),4D°,7/2,108 239.375,0.004,,20,3d5(2F1)4s(3F)4p,4D°,,19,3d5(2F1)4s(3F)4p,4F°,L18349c137
,,1/2,108 793.109,0.004,,63,3d5(2F1)4s(3F)4p,4D°,,6,3d6(3P2)5p,4D°,L18349c137
,,3/2,109 003.621,0.004,,27,3d5(2F1)4s(3F)4p,4D°,,10,3d5(2F1)4s(3F)4p,4F°,L18349c137
,,,,,,,,,,,,,
3d6(3G)4d,4I,15/2,108 337.798,0.004,,98,,,,,,,"L18349,L18361c138"
,,13/2,108 463.918,0.004,,65,,,,26,3d6(3G)4d,2I,"L18349,L18361c138"
,,11/2,108 775.110,0.004,,88,,,,5,3d6(3G)4d,2I,"L18349,L18361c138"
,,9/2,108 929.031,0.005,,95,,,,2,3d6(3H)4d,4I,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3G)4d,4D,7/2,108 365.344,0.004,,88,,,,5,3d6(3G)4d,4G,"L18349,L18361c138"
,,5/2,108 642.450,0.004,,62,,,,24,3d6(3G)4d,4G,"L18349,L18361c138"
,,3/2,108 859.487,0.004,,68,,,,14,3d6(3F2)4d,2P,"L18349,L18361c138"
,,1/2,108 927.126,0.006,,84,,,,8,3d6(3F2)4d,2P,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3P2)5p,4S°,3/2,108 372.239,0.004,,35,3d6(3P2)5p,4S°,,20,3d6(3P1)5p,4S°,L18349c137
,,,,,,,,,,,,,
3d6(3H)5p,4G°,11/2,108 483.877,0.004,,52,3d6(3H)5p,4G°,,16,3d5(2F1)4s(3F)4p,4G°,L18349c137
,,9/2,108 571.060,0.004,,46,3d6(3H)5p,4G°,,16,3d5(4G)4s(5G)4p,4G°,L18349c137
,,7/2,109 975.739,0.004,,20,3d6(3H)5p,4G°,,17,3d6(3F2)5p,4G°,L18349c137
,,5/2,110 016.915,0.004,,33,3d6(3H)5p,4G°,,23,3d5(2H)4s(3H)4p,4G°,L18349c137
,,,,,,,,,,,,,
3d5(4G)4s4p(1P°),4G°,5/2,108 629.175,0.004,,40,3d6(3H)5p,4G°,,23,3d54s(5G)4p,4G°,L18349c137
,,7/2,108 631.052,0.004,,42,3d6(3H)5p,4G°,,19,3d5(4G)4s(5G)4p,4G°,L18349c137
,,,,,,,,,,,,,
3d6(1I)5s,2I,11/2,108 630.427,0.005,,97,,,,2,3d6(3G)4d,2I,"L18349,L18361c138"
,,13/2,108 648.712,0.004,,88,,,,11,3d6(3G)4d,4I,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3D)5s,4D,3/2,108 662.300,0.005,,98,,,,,,,"L18349,L18361c138"
,,1/2,108 667.282,0.006,,99,,,,,,,"L18349,L18361c138"
,,5/2,108 712.415,0.005,,95,,,,3,3d6(3G)4d,4D,"L18349,L18361c138"
,,7/2,108 804.711,0.005,,100,,,,,,,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3H)5p,4H°,13/2,108 729.162,0.004,,54,3d6(3H)5p,4H°,,21,3d5(4G)4s(5G)4p,4H°,L18349c137
,,9/2,108 868.956,0.004,,43,3d6(3H)5p,4H°,,25,3d5(4G)4s(5G)4p,4H°,L18349c137
,,11/2,111 595.869,0.004,,23,3d6(3H)5p,4H°,,22,3d5(2H)4s(3H)4p,4I°,L18349c137
,,7/2,111 735.854,0.004,,34,3d6(3H)5p,4H°,,23,3d5(4G)4s(5G)4p,4H°,L18349c137
,,,,,,,,,,,,,
3d6(3P2)5p,4P°,5/2,108 807.527,0.004,,40,3d6(3P2)5p,4P°,,26,3d6(3P1)5p,4P°,L18349c137
,,3/2,109 456.381,0.004,,19,3d6(3P2)5p,4P°,,12,3d6(3P1)5p,4P°,L18349c137
,,1/2,109 529.028,0.004,,41,3d6(3P2)5p,4P°,,27,3d6(3P1)5p,4P°,L18349c137
,,,,,,,,,,,,,
3d5(4G)4s(5G)4p,4H°,11/2,108 809.810,0.004,,48,3d6(3H)5p,4H°,,23,3d5(4G)4s(5G)4p,4H°,L18349c137
,,13/2,111 651.055,0.004,,25,3d6(3H)5p,4H°,,22,3d5(4G)4s(5G)4p,4H°,L18349c137
,,,,,,,,,,,,,
3d5(4G)4s4p(1P°),4H°,7/2,108 906.631,0.004,,40,3d6(3H)5p,4H°,,27,3d5(4G)4s(5G)4p,4H°,L18349c137
,,,,,,,,,,,,,
3d6(3P2)5p,2D°,5/2,108 932.616,0.004,,22,3d6(3P2)5p,2D°,,14,3d6(3P1)5p,2D°,L18349c137
,,,,,,,,,,,,,
3d6(3G)4d,2I,13/2,109 049.611,0.004,,72,,,,20,3d6(3G)4d,4I,"L18349,L18361c138"
,,11/2,109 389.879,0.005,,89,,,,6,3d6(3G)4d,4I,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(2I)4s4p(3P°),2I°,13/2,109 149.611,0.004,,58,3d5(2I)4s(1I)4p,2I°,,13,3d5(2I)4s(3I)4p,2I°,L18349c137
,,11/2,109 271.932,0.004,,65,3d5(2I)4s(1I)4p,2I°,,14,3d5(2I)4s(3I)4p,2I°,L18349c137
,,,,,,,,,,,,,
3d54s(7S)4d,8D,3/2,109 449.894,0.012,,97,,,,2,3d54s(7S)4d,6D,"L18349,L18361c138"
,,5/2,109 455.629,0.014,,95,,,,3,3d54s(7S)4d,6D,"L18349,L18361c138"
,,7/2,109 463.670,0.012,,94,,,,4,3d54s(7S)4d,6D,"L18349,L18361c138"
,,9/2,109 474.060,0.013,,96,,,,3,3d54s(7S)4d,6D,"L18349,L18361c138"
,,11/2,109 486.551,0.008,,100,,,,,,,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3P2)5p,4D°,7/2,109 550.081,0.004,,43,3d6(3P2)5p,4D°,,27,3d6(3P1)5p,4D°,L18349c137
,,5/2,110 506.577,0.004,,34,3d6(3P2)5p,4D°,,21,3d6(3P1)5p,4D°,L18349c137
,,,,,,,,,,,,,
3d5(2G2)4s4p(3P°),4H°,7/2,109 571.639,0.004,,37,3d5(2H)4s(3H)4p,4H°,,35,3d5(2G2)4s(3G)4p,4H°,L18349c137
,,11/2,109 794.406,0.004,,15,3d5(2G2)4s(3G)4p,4H°,,14,3d5(2H)4s(3H)4p,4H°,L18349c137
,,13/2,110 348.401,0.004,,21,3d5(2H)4s(3H)4p,4H°,,20,3d5(2G2)4s(3G)4p,4H°,L18349c137
,,,,,,,,,,,,,
3d6(3H)5p,4I°,15/2,109 591.643,0.004,,99,3d6(3H)5p,4I°,,,,,L18349c137
,,13/2,109 619.704,0.004,,66,3d6(3H)5p,4I°,,24,3d6(3H)5p,2I°,L18349c137
,,11/2,109 762.239,0.004,,82,3d6(3H)5p,4I°,,6,3d6(3H)5p,2I°,L18349c137
,,9/2,109 912.188,0.004,,72,3d6(3H)5p,4I°,,6,3d6(3H)5p,4G°,L18349c137
,,,,,,,,,,,,,
3d6(3D)5s,2D,3/2,109 601.572,0.005,,98,,,,,,,"L18349,L18361c138"
,,5/2,109 652.241,0.005,,96,,,,2,3d6(3G)4d,2D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3G)4d,2G,9/2,109 625.216,0.004,,49,,,,33,3d6(3G)4d,2H,"L18349,L18361c138"
,,7/2,109 901.523,0.004,,73,,,,8,3d6(3G)4d,2F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3G)4d,2H,11/2,109 683.303,0.004,,75,,,,12,3d6(1I)4d,2H,"L18349,L18361c138"
,,9/2,110 008.310,0.004,,46,,,,30,3d6(3G)4d,2G,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3G)4d,4F,9/2,109 811.940,0.004,,,,,,,,,L18349
,,7/2,110 167.303,0.004,,,,,,,,,L18349
,,5/2,110 428.305,0.004,,,,,,,,,L18349
,,3/2,110 609.548,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d5(2H)4s4p(3P°),4G°,9/2,109 849.987,0.004,,21,3d6(3H)5p,4I°,,19,3d6(3H)5p,4G°,L18349c137
,,,,,,,,,,,,,
3d6(3H)5p,2I°,13/2,109 923.631,0.004,,50,3d6(3H)5p,2I°,,28,3d6(3H)5p,4I°,L18349c137
,,11/2,110 247.006,0.004,,74,3d6(3H)5p,2I°,,7,3d6(3H)5p,4I°,L18349c137
,,,,,,,,,,,,,
3d5(2H)4s4p(3P°),4H°,11/2,109 980.635,0.004,,19,3d5(2H)4s(3H)4p,4H°,,15,3d5(2G2)4s(3G)4p,4H°,L18349c137
,,,,,,,,,,,,,
3d6(3H)5p,2G°,9/2,110 064.966,0.004,,83,3d6(3H)5p,2G°,,3,3d5(2F1)4s(1F)4p,2G°,L18349c137
,,7/2,110 413.870,0.004,,69,3d6(3H)5p,2G°,,10,3d6(3F2)5p,4D°,L18349c137
,,,,,,,,,,,,,
3d6(3G)4d,2D,5/2,110 065.766,0.004,,78,,,,7,3d6(3G)4d,2F,"L18349,L18361c138"
,,3/2,110 461.272,0.005,,88,3d6(3G)4d,2D,,4,3d6(3D)4d,2D,"L18349,L18361c138"
,,,,,,,,,,,,,
3d6(3F2)5p,4F°,7/2,110 144.841,0.004,,33,3d6(3F2)5p,4D°,,16,3d6(3H)5p,2G°,L18349c137
,,9/2,110 166.534,0.004,,37,3d6(3F2)5p,4F°,,11,3d6(3F1)5p,4F°,L18349c137
,,3/2,110 406.879,0.004,,40,3d6(3F2)5p,4F°,,18,3d6(3F2)5p,4D°,L18349c137
,,5/2,110 568.558,0.004,,39,3d6(3F2)5p,4F°,,18,3d6(3F2)5p,4D°,L18349c137
,,,,,,,,,,,,,
3d6(3F1)5p,4D°,5/2,110 290.739,0.004,,25,3d6(3F2)5p,4D°,,10,3d5(2D3)4s(1D)4p,2F°,L18349c137
,,,,,,,,,,,,,
3d6(3F2)5p,4D°,7/2,110 469.101,0.004,,42,3d6(3F2)5p,4F°,,14,3d6(3F2)5p,4D°,L18349c137
,,3/2,110 645.805,0.004,,37,3d6(3F2)5p,4D°,,15,3d6(3F2)5p,4F°,L18349c137
,,,,,,,,,,,,,
3d6(3G)4d,2F,7/2,110 570.312,0.005,,61,,,,9,3d6(3H)4d,2F,"L18349,L18361c138"
,,5/2,110 611.830,0.005,,65,,,,9,3d6(3H)4d,2F,"L18349,L18361c138"
,,,,,,,,,,,,,
3d5(2F1)4s4p(3P°),2G°,9/2,110 660.690,0.005,,26,3d5(2F1)4s(1F)4p,2G°,,15,3d6(3F2)5p,4F°,L18349c137
,,,,,,,,,,,,,
3d6(3H)5p,2H°,11/2,110 668.928,0.004,,92,3d6(3H)5p,2H°,,,,,L18349c137
,,9/2,110 943.996,0.004,,90,3d6(3H)5p,2H°,,2,3d6(3F2)5p,4F°,L18349c137
,,,,,,,,,,,,,
3d6(3F2)5p,2G°,9/2,111 443.614,0.004,,60,3d6(3F2)5p,2G°,,17,3d6(3F1)5p,2G°,L18349c137
,,7/2,111 744.362,0.004,,62,3d6(3F2)5p,2G°,,16,3d6(3F1)5p,2G°,L18349c137
,,,,,,,,,,,,,
3d6(3F2)5p,2F°,7/2,111 580.386,0.004,,58,3d6(3F2)5p,2F°,,18,3d6(3F1)5p,2F°,L18349c137
,,5/2,111 833.063,0.004,,57,3d6(3F2)5p,2F°,,16,3d6(3F1)5p,2F°,L18349c137
,,,,,,,,,,,,,
3d5(2H)4s4p(3P°),4I°,9/2,111 644.798,0.004,,54,3d5(2H)4s(3H)4p,4I°,,14,3d6(3H)5p,4H°,L18349c137
,,11/2,112 166.376,0.005,,50,3d5(2H)4s(3H)4p,4I°,,11,3d6(3F2)5p,4G°,L18349c137
,,,,,,,,,,,,,
3d6(3F2)5p,4G°,11/2,111 886.812,0.004,,20,3d5(2H)4s(3H)4p,4I°,,12,3d5(4F)4s(3F)4p,4G°,L18349c137
,,9/2,111 939.932,0.004,,23,3d6(3F2)5p,4G°,,12,3d6(3F2)5p,4F°,"L18349,L18361c138"
,,7/2,112 072.860,0.004,,20,3d6(3F2)5p,4G°,,19,3d5(4F)4s(3F)4p,4G°,L18349c137
,,5/2,112 110.277,0.004,,23,3d6(3F2)5p,4G°,,21,3d5(4F)4s(3F)4p,4G°,L18349c137
,,,,,,,,,,,,,
3d5(4F)4s4p(3P°),4G°,9/2,112 057.539,0.004,,18,3d5(4F)4s(3F)4p,4G°,,13,3d6(3F2)5p,4G°,L18349c137
,,11/2,112 344.103,0.005,,20,3d6(3G)5p,4G°,,19,3d5(2G2)4s(3G)4p,4G°,L18349c137
,,,,,,,,,,,,,
3d6(3G)5p,4F°,7/2,112 231.439,0.004,,25,3d5(2G2)4s(3G)4p,4F°,,10,3d6(3F2)5p,4F°,L18349c137
,,,,,,,,,,,,,
3d6(5D)7s,6D,9/2,112 397.186,0.004,,,,,,,,,L18349
,,7/2,112 607.597,0.004,,,,,,,,,L18349
,,5/2,112 987.144,0.004,,,,,,,,,L18349
,,3/2,113 230.351,0.004,,,,,,,,,L18349
,,1/2,113 370.112,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)7s,4D,7/2,112 876.116,0.004,,,,,,,,,L18349
,,5/2,113 236.296,0.004,,,,,,,,,L18349
,,3/2,113 481.304,0.005,,,,,,,,,L18349
,,1/2,113 625.745,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5f,2[5]°,11/2,112 878.815,0.005,,91,3d6(5D4)5f,2[5]°,,9,3d6(5D4)5f,2[6]°,L18349c137
,,9/2,112 939.965,0.004,,63,3d6(5D4)5f,2[5]°,,18,3d6(5D4)5f,2[4]°,L18349c137
,,,,,,,,,,,,,
3d5(6S)4p2,6P,5/2,112 882.497,0.005,,,,,,,,,L18349
,,3/2,112 927.781,0.005,,,,,,,,,L18349
,,7/2,112 966.779,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5f,2[6]°,13/2,112 890.534,0.005,,98,3d6(5D4)5f,2[6]°,,,,,L18349c137
,,11/2,112 994.097,0.004,,76,3d6(5D4)5f,2[6]°,,7,3d6(5D4)5f,2[5]°,L18349c137
,,,,,,,,,,,,,
3d6(5D4)5f,2[4]°,9/2,112 891.061,0.005,,79,3d6(5D4)5f,2[4]°,,20,3d6(5D4)5f,2[5]°,L18349c137
,,,,,,,,,,,,,
3d6(5D4)5f,2[3]°,7/2,112 912.023,0.005,,51,3d6(5D4)5f,2[3]°,,46,3d6(5D4)5f,2[4]°,L18349c137
,,,,,,,,,,,,,
3d6(5D4)5f,2[2]°,5/2,112 934.300,0.004,,57,3d6(5D4)5f,2[2]°,,30,3d6(5D4)5f,2[3]°,L18349c137
,,,,,,,,,,,,,
3d6(5D4)5f,2[7]°,15/2,112 977.563,0.005,,100,3d6(5D4)5f,2[7]°,,,,,L18349c137
,,13/2,113 010.585,0.005,,94,3d6(5D4)5f,2[7]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D4)5g,2[6],13/2,113 040.588,0.005,,,,,,,,,L18349
,,11/2,113 040.688,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5g,2[5],11/2,113 044.477,0.005,,,,,,,,,L18349
,,9/2,113 044.557,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5g,2[7],15/2,113 051.461,0.005,,,,,,,,,L18349
,,13/2,113 051.600,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5g,2[4],9/2,113 056.724,0.005,,,,,,,,,L18349
,,7/2,113 056.847,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5g,2[3],7/2,113 072.987,0.005,,,,,,,,,L18349
,,5/2,113 073.175,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5g,2[2],5/2,113 089.408,0.005,,,,,,,,,L18349
,,3/2,113 089.554,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5g,2[8],15/2,113 089.937,0.005,,,,,,,,,L18349
,,17/2,113 090.048,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5g,2[1],3/2,113 102.894,0.005,,,,,,,,,L18349
,,1/2,113 103.009,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D4)5g,2[0],1/2,113 110.519,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D3)5f,2[4]°,7/2,113 337.042,0.005,,56,3d6(5D3)5f,2[4]°,,6,3d5(4F)4s(3F4)4p,2[3]°,L18349c137
,,9/2,113 345.643,0.005,,70,3d6(5D3)5f,2[4]°,,28,3d6(5D3)5f,2[5]°,L18349c137
,,,,,,,,,,,,,
3d6(5D3)5f,2[3]°,5/2,113 344.585,0.005,,89,3d6(5D3)5f,2[3]°,,,,,L18349c137
,,7/2,113 374.128,0.005,,82,3d6(5D3)5f,2[3]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D3)5f,2[5]°,11/2,113 354.632,0.005,,96,3d6(5D3)5f,2[5]°,,,,,L18349c137
,,9/2,113 386.658,0.005,,66,3d6(5D3)5f,2[5]°,,27,3d6(5D3)5f,2[4]°,L18349c137
,,,,,,,,,,,,,
3d6(5D3)5f,2[2]°,3/2,113 363.028,0.005,,93,3d6(5D3)5f,2[2]°,,,,,L18349c137
,,5/2,113 377.340,0.005,,86,3d6(5D3)5f,2[2]°,,6,3d5(2F1)4s(1F3)4p,2[3]°,L18349c137
,,,,,,,,,,,,,
3d6(5D3)5f,2[6]°,13/2,113 388.197,0.005,,98,3d6(5D3)5f,2[6]°,,,,,L18349c137
,,11/2,113 417.614,0.005,,93,3d6(5D3)5f,2[6]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D3)5g,2[5],11/2,113 493.072,0.005,,,,,,,,,L18349
,,9/2,113 493.197,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D3)5g,2[6],13/2,113 495.605,0.005,,,,,,,,,L18349
,,11/2,113 495.637,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D3)5g,2[4],9/2,113 495.846,0.005,,,,,,,,,L18349
,,7/2,113 496.028,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D3)5g,2[3],7/2,113 501.226,0.005,,,,,,,,,L18349
,,5/2,113 501.423,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D3)5g,2[2],5/2,113 507.309,0.005,,,,,,,,,L18349
,,3/2,113 507.710,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D3)5g,2[7],13/2,113 509.161,0.005,,,,,,,,,L18349
,,15/2,113 509.167,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D3)5g,2[1],3/2,113 512.379,0.005,,,,,,,,,L18349
,,1/2,113 512.697,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,6F,11/2,113 528.091,0.005,,,,,,,,,L18349
,,9/2,113 557.048,0.005,,,,,,,,,L18349
,,7/2,113 753.876,0.005,,,,,,,,,L18349
,,5/2,114 307.099,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D2)5f,2[2]°,3/2,113 636.931,0.005,,44,3d6(5D2)5f,2[2]°,,32,3d6(5D2)5f,2[1]°,L18349c137
,,5/2,113 674.493,0.005,,28,3d6(5D2)5f,2[2]°,,20,3d6(5D2)5f,2[3]°,L18349c137
,,,,,,,,,,,,,
3d6(5D2)5f,2[5]°,11/2,113 678.307,0.005,,96,3d6(5D2)5f,2[5]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D2)5f,2[4]°,7/2,113 680.079,0.005,,50,3d6(5D2)5f,2[4]°,,36,3d6(5D2)5f,2[3]°,L18349c137
,,9/2,113 692.411,0.005,,53,3d6(5D2)5f,2[4]°,,28,3d6(5D2)5f,2[5]°,L18349c137
,,,,,,,,,,,,,
3d6(5D2)5f,2[1]°,3/2,113 682.648,0.005,,55,3d6(5D2)5f,2[1]°,,40,3d6(5D2)5f,2[2]°,L18349c137
,,,,,,,,,,,,,
3d6(5D)6d,113716,7/2,113 716.636,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,6G,13/2,113 729.889,0.005,,,,,,,,,L18349
,,11/2,113 867.242,0.005,,,,,,,,,L18349
,,9/2,114 290.252,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D2)5f,2[3]°,5/2,113 766.072,0.005,,69,3d6(5D2)5f,2[3]°,,20,3d6(5D2)5f,2[2]°,L18349c137
,,,,,,,,,,,,,
3d6(5D2)5g,2[2],5/2,113 795.305,0.005,,,,,,,,,L18349
,,3/2,113 795.307,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D2)5g,2[6],13/2,113 801.182,0.005,,,,,,,,,L18349
,,11/2,113 801.203,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D2)5g,2[3],7/2,113 801.671,0.005,,,,,,,,,L18349
,,5/2,113 801.798,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D2)5g,2[4],9/2,113 807.203,0.005,,,,,,,,,L18349
,,7/2,113 807.477,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D2)5g,2[5],11/2,113 809.477,0.005,,,,,,,,,L18349
,,9/2,113 809.527,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3D)4d,4P,3/2,113 822.902,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D1)5f,2[2]°,3/2,113 858.233,0.005,,65,3d6(5D1)5f,2[2]°,,9,3d5(2F1)4s(1F3)4p,2[2]°,L18349c137
,,,,,,,,,,,,,
3d6(5D1)5f,2[4]°,7/2,113 871.144,0.005,,75,3d6(5D1)5f,2[4]°,,5,3d6(5D1)5f,2[3]°,L18349c137
,,9/2,113 872.758,0.005,,92,3d6(5D1)5f,2[4]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D)6d,6D,5/2,113 934.512,0.005,,,,,,,,,L18349
,,9/2,113 956.532,0.005,,,,,,,,,L18349
,,7/2,114 173.223,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D1)5g,2[3],7/2,113 982.872,0.005,,,,,,,,,L18349
,,5/2,113 982.895,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D0)5f,2[3]°,7/2,113 987.102,0.005,,86,3d6(5D0)5f,2[3]°,,,,,L18349c137
,,,,,,,,,,,,,
3d6(5D1)5g,2[5],11/2,113 991.394,0.005,,,,,,,,,L18349
,,9/2,113 991.403,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,4D,7/2,114 009.908,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D1)5g,2[4],9/2,114 021.102,0.005,,,,,,,,,L18349
,,7/2,114 021.585,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114094,5/2,114 094.244,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D0)5g,2[4],9/2,114 094.688,0.005,,,,,,,,,L18349
,,7/2,114 094.868,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(3G)5p,4H°,11/2,114 101.892,0.005,,49,3d6(3G)5p,4H°,,41,3d6(3G)5p,2H°,L18349c137
,,13/2,114 104.465,0.005,,88,3d6(3G)5p,4H°,,5,3d5(2G2)4s(3G)4p,4H°,L18349c137
,,7/2,114 565.532,0.005,,57,3d6(3G)5p,4H°,,9,3d5(2H)4s(3H)4p,4H°,L18349c137
,,,,,,,,,,,,,
3d6(5D)6d,4G,11/2,114 157.716,0.005,,,,,,,,,L18349
,,9/2,114 482.464,0.005,,,,,,,,,L18349
,,7/2,114 646.097,0.005,,,,,,,,,L18349
,,5/2,114 806.568,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,4F,9/2,114 160.174,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
3d6(5D)6d,114212,7/2,114 212.377,0.005,,,,,,,,,L18349
,,,,,,,,,,,,,
